title,genre,running_time,screening_rat,director,dir_movies,main_role_movies,rating
어네스트와 셀레스틴,애니메이션,러닝 타임 중앙값 미만,전체 관람가,벵상 파타,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
마이 시스터즈 키퍼,드라마,러닝 타임 중앙값 이상,12세 관람가,닉 카사베츠,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
빅 피쉬,드라마,러닝 타임 중앙값 이상,12세 관람가,팀 버튼,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
연평해전,드라마,러닝 타임 중앙값 이상,12세 관람가,김학순,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
원스 어폰 어 타임 인 아메리카,액션,러닝 타임 중앙값 이상,청소년 관람불가,세르지오 레오네,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
말레나,드라마,러닝 타임 중앙값 이상,청소년 관람불가,쥬세페 토르나토레,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
온워드: 단 하루의 기적,판타지,러닝 타임 중앙값 이상,전체 관람가,댄 스캔론,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
국제시장,드라마,러닝 타임 중앙값 이상,12세 관람가,윤제균,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
"그 시절, 우리가 좋아했던 소녀",멜로/로맨스,러닝 타임 중앙값 이상,15세 관람가,구파도,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
마다가스카3 : 이번엔 서커스다!,애니메이션,러닝 타임 중앙값 이상,전체 관람가,에릭 다넬,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
극장판 도라에몽:신 진구의 버스 오브 재팬,애니메이션,러닝 타임 중앙값 이상,전체 관람가,야쿠와 신노스케,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
끝까지 간다,범죄,러닝 타임 중앙값 이상,15세 관람가,김성훈,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
론 서바이버,액션,러닝 타임 중앙값 이상,15세 관람가,피터 버그,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
휘트니,드라마,러닝 타임 중앙값 이상,15세 관람가,캐빈 맥도널드,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
더티 댄싱,멜로/로맨스,러닝 타임 중앙값 이상,15세 관람가,에밀 아돌리노,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
산이 울다,드라마,러닝 타임 중앙값 이상,15세 관람가,래리 양,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
델마와 루이스,드라마,러닝 타임 중앙값 이상,청소년 관람불가,리들리 스콧,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
룸,드라마,러닝 타임 중앙값 이상,15세 관람가,레니 에이브러햄슨,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
박하사탕,드라마,러닝 타임 중앙값 이상,청소년 관람불가,이창동,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
독수리 에디,드라마,러닝 타임 중앙값 이상,12세 관람가,덱스터 플레처,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
명탐정 코난: 칠흑의 추적자,애니메이션,러닝 타임 중앙값 이상,전체 관람가,야마모토 야스이치로,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
개를 훔치는 완벽한 방법,드라마,러닝 타임 중앙값 이상,전체 관람가,김성호,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
원피스 극장판 제트,애니메이션,러닝 타임 중앙값 이상,전체 관람가,나가미네 타츠야,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
마녀 배달부 키키,애니메이션,러닝 타임 중앙값 이상,전체 관람가,미야자키 하야오,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
십계,드라마,러닝 타임 중앙값 이상,전체 관람가,세실 B. 데밀,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
베테랑,액션,러닝 타임 중앙값 이상,15세 관람가,류승완,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
메리와 맥스,애니메이션,러닝 타임 중앙값 미만,12세 관람가,애덤 엘리어트,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
고스트 메신저 극장판,애니메이션,러닝 타임 중앙값 미만,12세 관람가,구봉회,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
씨 인사이드,드라마,러닝 타임 중앙값 이상,15세 관람가,알레한드로 아메나바르,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
어거스트 러쉬,드라마,러닝 타임 중앙값 이상,전체 관람가,커스틴 쉐리단,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
하이큐!! 승자와 패자,애니메이션,러닝 타임 중앙값 이상,12세 관람가,미츠나카 스스무,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
수상한 그녀,코미디,러닝 타임 중앙값 이상,15세 관람가,황동혁,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
세상을 바꾼 변호인,드라마,러닝 타임 중앙값 이상,12세 관람가,미미 레더,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
변호인,드라마,러닝 타임 중앙값 이상,15세 관람가,양우석,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
스타워즈 에피소드 6 - 제다이의 귀환,SF,러닝 타임 중앙값 이상,전체 관람가,리차드 마퀀드,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
꽃다발 같은 사랑을 했다,멜로/로맨스,러닝 타임 중앙값 이상,12세 관람가,도이 노부히로,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
"조제, 호랑이 그리고 물고기들",드라마,러닝 타임 중앙값 이상,15세 관람가,이누도 잇신,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
불꽃 슛 통키,액션,러닝 타임 중앙값 이상,전체 관람가,최기풍,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
내 이야기!!,멜로/로맨스,러닝 타임 중앙값 이상,12세 관람가,카와이 하야토,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
골!,드라마,러닝 타임 중앙값 이상,12세 관람가,대니 캐논,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
인턴,코미디,러닝 타임 중앙값 이상,12세 관람가,낸시 마이어스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
크루즈 패밀리: 뉴 에이지,애니메이션,러닝 타임 중앙값 이상,전체 관람가,조엘 크로포드,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
K-19 위도우메이커,드라마,러닝 타임 중앙값 이상,12세 관람가,캐서린 비글로우,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
블루 라군,멜로/로맨스,러닝 타임 중앙값 이상,청소년 관람불가,랜달 크레이저,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
스타워즈 에피소드 4 - 새로운 희망,SF,러닝 타임 중앙값 이상,전체 관람가,조지 루카스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
미션 임파서블,액션,러닝 타임 중앙값 이상,15세 관람가,브라이언 드 팔마,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
파이브 피트,드라마,러닝 타임 중앙값 이상,15세 관람가,저스틴 밸도니,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
"안녕, 나의 소울메이트",드라마,러닝 타임 중앙값 이상,15세 관람가,증국상,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
내부자들,범죄,러닝 타임 중앙값 이상,청소년 관람불가,우민호,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
코알라,드라마,러닝 타임 중앙값 이상,15세 관람가,김주환,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
다이노소어 어드벤처 3D,애니메이션,러닝 타임 중앙값 미만,전체 관람가,닐 나이팅게일,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
말하는 건축가,다큐멘터리,러닝 타임 중앙값 이상,전체 관람가,정재은,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
소스 코드,액션,러닝 타임 중앙값 이상,12세 관람가,던칸 존스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
스플릿,드라마,러닝 타임 중앙값 이상,15세 관람가,최국희,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
벅스 라이프,애니메이션,러닝 타임 중앙값 이상,전체 관람가,존 라세터,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
원스,드라마,러닝 타임 중앙값 미만,전체 관람가,존 카니,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
아메리칸 뷰티,드라마,러닝 타임 중앙값 이상,청소년 관람불가,샘 멘데스,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
번지 점프를 하다,멜로/로맨스,러닝 타임 중앙값 이상,15세 관람가,김대승,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
루키,드라마,러닝 타임 중앙값 이상,전체 관람가,존 리 행콕,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
해피 피트 2,애니메이션,러닝 타임 중앙값 이상,전체 관람가,조지 밀러,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
브레이크다운,액션,러닝 타임 중앙값 이상,15세 관람가,조나단 모스토우,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
새미의 어드벤쳐,애니메이션,러닝 타임 중앙값 미만,전체 관람가,벤 스타센,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
마법에 걸린 사랑,멜로/로맨스,러닝 타임 중앙값 이상,전체 관람가,케빈 리마,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
명탐정 코난: 순흑의 악몽,애니메이션,러닝 타임 중앙값 이상,12세 관람가,시즈노 코분,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
천녀유혼 3 - 도도도,판타지,러닝 타임 중앙값 이상,12세 관람가,정소동,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
연애소설,멜로/로맨스,러닝 타임 중앙값 이상,12세 관람가,이한,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
레인 오버 미,드라마,러닝 타임 중앙값 이상,15세 관람가,마이크 바인더,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
슈퍼배드,애니메이션,러닝 타임 중앙값 이상,전체 관람가,피에르 꼬팽,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
레인 맨,드라마,러닝 타임 중앙값 이상,12세 관람가,배리 레빈슨,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
극장판 마법소녀 마도카☆마기카 [전편] 시작의 이야기,애니메이션,러닝 타임 중앙값 이상,12세 관람가,신보 아키유키,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 미만,명작
울학교 이티,코미디,러닝 타임 중앙값 이상,15세 관람가,박광춘,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
터미널,코미디,러닝 타임 중앙값 이상,전체 관람가,스티븐 스필버그,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
빅뱅 메이드,다큐멘터리,러닝 타임 중앙값 이상,12세 관람가,변진호,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 미만,명작
흐르는 강물처럼,드라마,러닝 타임 중앙값 이상,12세 관람가,로버트 레드포드,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
씽,뮤지컬,러닝 타임 중앙값 이상,전체 관람가,가스 제닝스,연출작 개수 중앙값 미만,주연의 출연작 개수 중앙값 이상,명작
더 헌트,드라마,러닝 타임 중앙값 이상,15세 관람가,토마스 빈터베르그,연출작 개수 중앙값 이상,주연의 출연작 개수 중앙값 이상,명작
