,title,genre,running_time,screening_rat,director,dir_movies,main_role_movies,rating
8494,라스트 프로듀서,코미디,90분,15세 관람가,버트 레이놀즈,98개,98개,평점 중앙값 미만의 작품
8495,라스트 플라이트 오브 더 챔피언,코미디,88분,전체 관람가,E. 토마스 에윙,1개,25개,평점 중앙값 미만의 작품
8496,라스트 플래그 플라잉,코미디,124분,15세 관람가,리처드 링클레이터,30개,70개,평점 중앙값 이상의 작품
8497,라스트 하버,미스터리,91분,상영등급 정보 없음,폴 엡스테인,2개,25개,평점 중앙값 미만의 작품
8498,라스트 홀리데이,모험,112분,12세 관람가,웨인 왕,27개,55개,평점 중앙값 이상의 작품
8499,라스트 홈,드라마,112분,15세 관람가,라민 바흐러니,13개,22개,평점 중앙값 이상의 작품
8500,라스트 홈런,장르 정보 없음,상영 시간 정보 없음,전체 관람가,밥 고세,10개,25개,평점 중앙값 이상의 작품
8501,라스트 홍콩 97,액션,91분,청소년 관람불가,앨버트 파이언,41개,101개,평점 중앙값 미만의 작품
8502,라스트건맨,액션,84분,청소년 관람불가,나단 프랭코스키,6개,6개,평점 중앙값 미만의 작품
8503,라스트솔져,액션,106분,15세 관람가,에릭 콜리,2개,49개,평점 중앙값 미만의 작품
8504,라스트쉽,드라마,상영 시간 정보 없음,상영등급 정보 없음,마리사 네이틀링,3개,연기자 없음,평점 중앙값 이상의 작품
8505,라우더 댄 워즈,드라마,16분,상영등급 정보 없음,줄리오 도완싱,1개,연기자 없음,평점 중앙값 이상의 작품
8506,라우드 댄 어 봄,다큐멘터리,99분,상영등급 정보 없음,그렉 제이콥스,2개,연기자 없음,평점 중앙값 이상의 작품
8507,라우드 비주얼 노이즈,실험,3분,상영등급 정보 없음,스탠 브래키지,44개,연기자 없음,평점 중앙값 미만의 작품
8508,라우드 크레이지 러브,다큐멘터리,87분,상영등급 정보 없음,스콧 마요,1개,연기자 없음,평점 중앙값 이상의 작품
8509,라운더스,코미디,16분,상영등급 정보 없음,찰리 채플린,99개,99개,평점 중앙값 이상의 작품
8510,라이 투 미 1,범죄,상영 시간 정보 없음,상영등급 정보 없음,다니엘 색하임,18개,79개,평점 중앙값 이상의 작품
8511,라이나서러스,코미디,104분,전체 관람가,톰 오호갠,3개,16개,평점 중앙값 이상의 작품
8512,라이더스 오브 더 퍼플 세이지,드라마,미국,상영등급 정보 없음,찰스 헤이드,42개,84개,평점 중앙값 이상의 작품
8513,라이드,드라마,101분,전체 관람가,마이클 O. 사이벨,4개,72개,평점 중앙값 이상의 작품
8514,라이드 어롱 2,액션,102분,12세 관람가,팀 스토리,16개,49개,평점 중앙값 미만의 작품
8515,라이드 오어 다이,액션,88분,청소년 관람불가,크레이그 로스 주니어,9개,15개,평점 중앙값 미만의 작품
8516,라이드 위드 데블,전쟁,138분,15세 관람가,이안,22개,38개,평점 중앙값 이상의 작품
8517,라이드 인 프로그레스,코미디,11분,상영등급 정보 없음,에이프릴 모로,1개,연기자 없음,평점 중앙값 미만의 작품
8518,라이드 홈,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,그레이스 리,11개,12개,평점 중앙값 이상의 작품
8519,"라이드, 라이즈, 로어",다큐멘터리,83분,상영등급 정보 없음,힐만 커티스,2개,19개,평점 중앙값 이상의 작품
8520,라이딩 79,모험,80분,상영등급 정보 없음,카롤라 호크,1개,7개,평점 중앙값 이상의 작품
8521,라이딩 더 디바이드,다큐멘터리,82분,상영등급 정보 없음,헌터 윅스,3개,3개,평점 중앙값 이상의 작품
8522,라이딩 더 레일스,다큐멘터리,72분,상영등급 정보 없음,렉시 러벨,2개,1개,평점 중앙값 이상의 작품
8523,라이딩 더 버스 위드 마이 시스터,드라마,미국,상영등급 정보 없음,안젤리카 휴스턴,77개,26개,평점 중앙값 미만의 작품
8524,라이딩 더 불렛,코미디,98분,15세 관람가,믹 가리스,42개,50개,평점 중앙값 미만의 작품
8525,라이딩 샷건,공포,32분,상영등급 정보 없음,잭 페슨덴,3개,3개,평점 중앙값 이상의 작품
8526,라이딩 위드 보이즈,드라마,131분,15세 관람가,페니 마샬,26개,61개,평점 중앙값 이상의 작품
8527,라이딩 페이스,가족,상영 시간 정보 없음,상영등급 정보 없음,프란시스코 아귈라,3개,70개,평점 중앙값 미만의 작품
8528,라이딩 하이,코미디,112분,NR,프랑크 카프라,28개,71개,평점 중앙값 이상의 작품
8529,라이벨리드 레이디,코미디,98분,상영등급 정보 없음,잭 콘웨이,31개,23개,평점 중앙값 이상의 작품
8530,라이브,액션,98분,15세 관람가,스티븐 C. 밀러,15개,42개,평점 중앙값 미만의 작품
8531,라이브 앳 더 폭시스 덴,드라마,103분,상영등급 정보 없음,마이클 크리스토프,3개,24개,평점 중앙값 미만의 작품
8532,라이브 카고,드라마,88분,상영등급 정보 없음,로건 샌들러,2개,14개,평점 중앙값 미만의 작품
8533,라이브 테러,액션,86분,15세 관람가,찬드란 루트냄,4개,98개,평점 중앙값 미만의 작품
8534,라이브 프럼 쉬바스 댄스 플로어,다큐멘터리,21분,상영등급 정보 없음,리처드 링클레이터,30개,5개,평점 중앙값 이상의 작품
8535,라이브 프롬 뉴욕!,다큐멘터리,90분,상영등급 정보 없음,바오 뉴엔,7개,77개,평점 중앙값 이상의 작품
8536,라이브 프롬 스페이스,다큐멘터리,미국,상영등급 정보 없음,론 드 모라에스,4개,1개,평점 중앙값 이상의 작품
8537,라이브 프롬 울란바토르,다큐멘터리,82분,상영등급 정보 없음,로렌 넵,1개,연기자 없음,평점 중앙값 이상의 작품
8538,라이브러리 오브 더스트,다큐멘터리,12분,상영등급 정보 없음,온디 티모너,9개,연기자 없음,평점 중앙값 이상의 작품
8539,라이센스 투 킬,드라마,미국,상영등급 정보 없음,주드 테일러,20개,32개,평점 중앙값 미만의 작품
8540,라이센스 투 킬,다큐멘터리,80분,상영등급 정보 없음,아서 동,6개,1개,평점 중앙값 이상의 작품
8541,라이스 비트윈 프렌즈,미스터리,"미국 , 캐나다",상영등급 정보 없음,월터 크레인하드,12개,39개,평점 중앙값 미만의 작품
8542,라이스 아저씨의 비밀,드라마,113분,NR,니콜라스 켄들,4개,42개,평점 중앙값 미만의 작품
8543,라이어 라이어,코미디,86분,12세 관람가,톰 새디악,14개,48개,평점 중앙값 이상의 작품
8544,라이어스 문,드라마,106분,전체 관람가,데이빗 피셔,2개,65개,평점 중앙값 미만의 작품
8545,라이어스 올,스릴러,91분,15세 관람가,브라이언 브라이틀리,4개,28개,평점 중앙값 미만의 작품
8546,라이어트: 기계들의 역습,액션,88분,15세 관람가,라이언 스테이플스 스콧,3개,34개,평점 중앙값 미만의 작품
8547,라이언 아크,다큐멘터리,100분,상영등급 정보 없음,팀 필립스,2개,26개,평점 중앙값 이상의 작품
8548,라이언 일병 구하기,전쟁,170분,15세 관람가,스티븐 스필버그,145개,98개,평점 중앙값 이상의 작품
8549,라이언과 숀의 그리 멋지지 않은 모험,코미디,상영 시간 정보 없음,NR,리처드 반 블랫,4개,2개,평점 중앙값 미만의 작품
8550,라이오트 인 셀 블락 11,장르 정보 없음,상영 시간 정보 없음,NR,돈 시겔,41개,32개,평점 중앙값 이상의 작품
8551,라이온 오브 유다,다큐멘터리,60분,상영등급 정보 없음,맷 민델,1개,연기자 없음,평점 중앙값 미만의 작품
8552,라이온 인 더 하우스,다큐멘터리,225분,상영등급 정보 없음,스티븐 보그너,4개,연기자 없음,평점 중앙값 이상의 작품
8553,라이온 킹 1과 1/2,가족,상영 시간 정보 없음,상영등급 정보 없음,브래들리 레이몬드,7개,연기자 없음,평점 중앙값 이상의 작품
8554,라이온 킹: 잃어버린 세계를 찾아서,애니메이션,73분,상영등급 정보 없음,제이슨 라이트,1개,2개,평점 중앙값 미만의 작품
8555,라이온의 사랑,코미디,110분,상영등급 정보 없음,야네스 바르다,36개,13개,평점 중앙값 이상의 작품
8556,라이온의 영웅,코미디,107분,상영등급 정보 없음,알렉스 마치,11개,46개,평점 중앙값 이상의 작품
8557,라이즈 앤 일루전스,액션,상영 시간 정보 없음,15세 관람가,티보 타카스,30개,94개,평점 중앙값 미만의 작품
8558,라이즈 오브 더 데드,공포,72분,15세 관람가,윌리엄 웨디그,2개,1개,평점 중앙값 미만의 작품
8559,라이즈 오브 더 블랙 배트,액션,84분,상영등급 정보 없음,스콧 페트릭,2개,7개,평점 중앙값 미만의 작품
8560,라이즈 오브 더 펠로우쉽,모험,92분,상영등급 정보 없음,론 뉴컴,2개,1개,평점 중앙값 미만의 작품
8561,라이즈 오브 좀비,액션,89분,청소년 관람불가,닉 라이온,17개,41개,평점 중앙값 미만의 작품
8562,라이징 스타,드라마,90분,상영등급 정보 없음,다니엘 밀리칸,6개,10개,평점 중앙값 미만의 작품
8563,라이징 썬,액션,90분,15세 관람가,브라이언 A 밀러,10개,31개,평점 중앙값 미만의 작품
8564,라이징 오브 더 문,코미디,81분,상영등급 정보 없음,존 포드,86개,37개,평점 중앙값 이상의 작품
8565,라이징 프럼 루인스,다큐멘터리,70분,상영등급 정보 없음,핸슨 호세인,1개,연기자 없음,평점 중앙값 이상의 작품
8566,라이징 프롬 애쉬스,다큐멘터리,82분,상영등급 정보 없음,T.C. 존스톤,2개,111개,평점 중앙값 이상의 작품
8567,라이츠 오브 올드 브로드웨이,드라마,70분,상영등급 정보 없음,몬타 벨,10개,15개,평점 중앙값 이상의 작품
8568,라이츠 오브 패시지,드라마,95분,15세 관람가,빅터 살바,10개,82개,평점 중앙값 미만의 작품
8569,라이크 더 워터,드라마,74분,상영등급 정보 없음,캐롤라인 본 쿤,1개,19개,평점 중앙값 미만의 작품
8570,라이크 마이크 2,가족,상영 시간 정보 없음,전체 관람가,데이빗 넬슨,1개,10개,평점 중앙값 미만의 작품
8571,"라이크 선데이, 라이크 레인",드라마,104분,12세 관람가,프랭크 월리,56개,28개,평점 중앙값 이상의 작품
8572,라이크 솔트,드라마,25분,상영등급 정보 없음,대린 호테이트,2개,연기자 없음,평점 중앙값 이상의 작품
8573,라이크 슈가 온 더 팁 오브 마이 립스,드라마,13분,상영등급 정보 없음,강민지,13개,8개,평점 중앙값 미만의 작품
8574,라이크 애니멀스,코미디,14분,상영등급 정보 없음,릴랜드 몽고메리,2개,연기자 없음,평점 중앙값 미만의 작품
8575,라이크 어 롤링 스톤: 더 라이프 & 타임즈 오브 벤 퐁-토레스,다큐멘터리,102분,상영등급 정보 없음,수잔 조 카이,1개,연기자 없음,평점 중앙값 이상의 작품
8576,라이크 어 보스,코미디,83분,15세 관람가,미구엘 아테타,22개,54개,평점 중앙값 미만의 작품
8577,라이크 어 컨츄리 송,드라마,100분,12세 관람가,조니 레모,2개,31개,평점 중앙값 미만의 작품
8578,라이크 에어,다큐멘터리,80분,상영등급 정보 없음,제이크 비라몬테즈,2개,연기자 없음,평점 중앙값 이상의 작품
8579,라이크 워터,다큐멘터리,74분,NR,파블로 크로스,1개,1개,평점 중앙값 이상의 작품
8580,라이크 유 민 잇,드라마,90분,상영등급 정보 없음,필립 카너,7개,7개,평점 중앙값 미만의 작품
8581,라이크 크레이지,드라마,90분,12세 관람가,드레이크 도리머스,10개,45개,평점 중앙값 이상의 작품
8582,라이크 파더,코미디,상영 시간 정보 없음,상영등급 정보 없음,로렌 밀러,11개,58개,평점 중앙값 이상의 작품
8583,라이터스 블럭,코미디,9분,상영등급 정보 없음,트로이 밀러,12개,77개,평점 중앙값 미만의 작품
8584,라이트 미 업,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,라이언 월턴,1개,연기자 없음,평점 중앙값 이상의 작품
8585,라이트 슬리퍼,범죄,103분,청소년 관람불가,폴 슈레이더,36개,117개,평점 중앙값 이상의 작품
8586,라이트 아웃,스릴러,93분,15세 관람가,나이젤 딕,8개,149개,평점 중앙값 미만의 작품
8587,라이트 아웃 차이나타운,드라마,15분,상영등급 정보 없음,마크 트랜,5개,연기자 없음,평점 중앙값 이상의 작품
8588,라이트 오브 라이프,드라마,119분,15세 관람가,케이시 애플렉,42개,42개,평점 중앙값 이상의 작품
8589,라이트 오브 마인,드라마,77분,상영등급 정보 없음,브렛 아이첸버거,5개,2개,평점 중앙값 이상의 작품
8590,라이트 웬 유 겟 워크,드라마,99분,상영등급 정보 없음,스테이시 코취런,3개,59개,평점 중앙값 미만의 작품
8591,라이트 인 더 워터,다큐멘터리,75분,상영등급 정보 없음,리즈 바틀렛,1개,연기자 없음,평점 중앙값 이상의 작품
8592,라이트 투 함,다큐멘터리,81분,상영등급 정보 없음,맷 웨슬러,3개,연기자 없음,평점 중앙값 이상의 작품
8593,라이트 풋티드,다큐멘터리,81분,상영등급 정보 없음,닉 스파크,1개,연기자 없음,평점 중앙값 이상의 작품
8594,라이트 프롬 더 다크룸,액션,90분,상영등급 정보 없음,란스 맥다니엘,3개,7개,평점 중앙값 이상의 작품
8595,라이트 프롬 라이트,드라마,82분,상영등급 정보 없음,폴 하릴,2개,34개,평점 중앙값 미만의 작품
8596,라이트닝,장르 정보 없음,상영 시간 정보 없음,15세 관람가,데이빗 지안콜라,14개,101개,평점 중앙값 미만의 작품
8597,라이트닝 스트라이크스 트와이스,범죄,91분,상영등급 정보 없음,킹 비더,43개,16개,평점 중앙값 이상의 작품
8598,라이트닝 인 더 핸드,서부,16분,상영등급 정보 없음,조이 그로스필드,2개,연기자 없음,평점 중앙값 이상의 작품
8599,라이트닝 인 어 보틀,다큐멘터리,103분,12세 관람가,안톤 후쿠아,18개,2개,평점 중앙값 이상의 작품
8600,라이트닝 인 어 보틀,모험,111분,상영등급 정보 없음,벤자민 랭커스터,1개,1개,평점 중앙값 이상의 작품
8601,라이트닝 잭,코미디,97분,15세 관람가,사이먼 윈서,27개,9개,평점 중앙값 미만의 작품
